N_awal,P_awal,K_awal,N_target,P_target,K_target,Kekurangan_N,Kekurangan_P,Kekurangan_K,Dosis_Pupuk_Gram
44.6,86.1,0.0,30,40,100,0.0,0.0,100.0,5.0
33.3,22.9,79.6,30,40,100,0.0,17.1,20.4,2.1
0.0,69.2,66.9,30,40,100,30.0,0.0,33.1,5.0
13.5,157.1,73.4,30,40,100,16.5,0.0,26.6,2.8
50.9,40.7,11.8,30,40,100,0.0,0.0,88.2,4.4
36.0,11.0,23.1,30,40,100,0.0,29.0,76.9,3.8
42.1,43.4,164.5,30,40,100,0.0,0.0,0.0,0.0
36.9,46.4,109.1,30,40,100,0.0,0.0,0.0,0.0
72.3,15.3,0.0,30,40,100,0.0,24.7,100.0,5.0
32.7,54.2,0.0,30,40,100,0.0,0.0,100.0,5.0
15.0,0.0,0.0,30,40,100,15.0,40.0,100.0,5.0
0.0,9.7,86.2,30,40,100,30.0,30.3,13.8,5.0
33.1,67.0,22.5,30,40,100,0.0,0.0,77.5,3.9
0.0,0.0,16.3,30,40,100,30.0,40.0,83.7,5.0
20.7,72.8,26.0,30,40,100,9.3,0.0,74.0,3.7
20.1,0.0,67.6,30,40,100,9.9,40.0,32.4,5.0
0.0,0.0,136.8,30,40,100,30.0,40.0,0.0,5.0
0.0,16.4,73.5,30,40,100,30.0,23.6,26.5,5.0
49.0,48.0,78.5,30,40,100,0.0,0.0,21.5,1.1
32.5,89.8,55.4,30,40,100,0.0,0.0,44.6,2.2
28.9,38.8,33.2,30,40,100,1.1,1.2,66.8,3.3
34.7,26.5,145.6,30,40,100,0.0,13.5,0.0,1.7
28.6,59.8,133.4,30,40,100,1.4,0.0,0.0,0.2
61.3,1.4,238.4,30,40,100,0.0,38.6,0.0,4.8
29.5,42.1,122.7,30,40,100,0.5,0.0,0.0,0.1
0.0,0.0,33.3,30,40,100,30.0,40.0,66.7,5.0
72.4,39.8,0.5,30,40,100,0.0,0.2,99.5,5.0
36.5,31.2,150.3,30,40,100,0.0,8.8,0.0,1.1
9.2,4.1,7.8,30,40,100,20.8,35.9,92.2,4.6
0.0,43.1,138.8,30,40,100,30.0,0.0,0.0,5.0
37.2,42.8,12.2,30,40,100,0.0,0.0,87.8,4.4
22.6,83.8,101.7,30,40,100,7.4,0.0,0.0,1.2
70.8,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
16.1,33.4,136.4,30,40,100,13.9,6.6,0.0,2.3
2.1,5.9,0.0,30,40,100,27.9,34.1,100.0,5.0
51.5,71.5,95.5,30,40,100,0.0,0.0,4.5,0.2
52.3,66.8,57.5,30,40,100,0.0,0.0,42.5,2.1
30.8,56.9,81.7,30,40,100,0.0,0.0,18.3,0.9
45.2,8.1,41.6,30,40,100,0.0,31.9,58.4,4.0
24.9,72.1,39.7,30,40,100,5.1,0.0,60.3,3.0
32.6,0.0,86.0,30,40,100,0.0,40.0,14.0,5.0
59.1,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
43.8,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
21.1,35.1,44.6,30,40,100,8.9,4.9,55.4,2.8
64.5,63.6,41.4,30,40,100,0.0,0.0,58.6,2.9
0.0,0.0,0.0,30,40,100,30.0,40.0,100.0,5.0
84.4,89.7,148.0,30,40,100,0.0,0.0,0.0,0.0
0.0,41.7,46.5,30,40,100,30.0,0.0,53.5,5.0
8.1,0.0,55.2,30,40,100,21.9,40.0,44.8,5.0
24.8,40.5,0.0,30,40,100,5.2,0.0,100.0,5.0
21.8,80.4,240.6,30,40,100,8.2,0.0,0.0,1.4
54.6,60.6,269.2,30,40,100,0.0,0.0,0.0,0.0
0.0,80.7,10.6,30,40,100,30.0,0.0,89.4,5.0
33.4,0.0,172.4,30,40,100,0.0,40.0,0.0,5.0
9.5,19.8,66.1,30,40,100,20.5,20.2,33.9,3.4
34.4,0.0,202.8,30,40,100,0.0,40.0,0.0,5.0
24.1,105.6,100.6,30,40,100,5.9,0.0,0.0,1.0
28.6,62.2,81.5,30,40,100,1.4,0.0,18.5,0.9
10.3,151.0,0.0,30,40,100,19.7,0.0,100.0,5.0
11.4,17.6,2.6,30,40,100,18.6,22.4,97.4,4.9
34.1,7.3,75.2,30,40,100,0.0,32.7,24.8,4.1
52.8,30.7,89.5,30,40,100,0.0,9.3,10.5,1.2
8.9,91.9,0.0,30,40,100,21.1,0.0,100.0,5.0
1.2,21.7,14.7,30,40,100,28.8,18.3,85.3,4.8
43.4,41.5,118.1,30,40,100,0.0,0.0,0.0,0.0
25.0,40.3,0.0,30,40,100,5.0,0.0,100.0,5.0
49.6,38.0,84.3,30,40,100,0.0,2.0,15.7,0.8
0.2,10.2,173.3,30,40,100,29.8,29.8,0.0,5.0
0.0,30.9,104.6,30,40,100,30.0,9.1,0.0,5.0
10.8,29.2,100.6,30,40,100,19.2,10.8,0.0,3.2
4.1,36.1,0.0,30,40,100,25.9,3.9,100.0,5.0
23.7,74.4,7.2,30,40,100,6.3,0.0,92.8,4.6
7.8,107.3,239.2,30,40,100,22.2,0.0,0.0,3.7
47.1,2.6,25.2,30,40,100,0.0,37.4,74.8,4.7
17.7,20.7,175.5,30,40,100,12.3,19.3,0.0,2.4
30.2,3.2,24.2,30,40,100,0.0,36.8,75.8,4.6
30.4,44.0,51.1,30,40,100,0.0,0.0,48.9,2.4
31.5,14.8,115.1,30,40,100,0.0,25.2,0.0,3.2
25.3,46.1,81.6,30,40,100,4.7,0.0,18.4,0.9
40.5,80.9,104.3,30,40,100,0.0,0.0,0.0,0.0
3.3,0.0,7.5,30,40,100,26.7,40.0,92.5,5.0
65.8,56.2,0.0,30,40,100,0.0,0.0,100.0,5.0
19.2,17.9,2.1,30,40,100,10.8,22.1,97.9,4.9
0.0,55.0,30.6,30,40,100,30.0,0.0,69.4,5.0
31.3,0.4,55.0,30,40,100,0.0,39.6,45.0,5.0
1.7,84.6,157.1,30,40,100,28.3,0.0,0.0,4.7
44.9,73.2,80.5,30,40,100,0.0,0.0,19.5,1.0
88.9,59.3,112.6,30,40,100,0.0,0.0,0.0,0.0
3.6,68.4,84.9,30,40,100,26.4,0.0,15.1,4.4
35.4,6.4,0.0,30,40,100,0.0,33.6,100.0,5.0
0.0,11.5,74.9,30,40,100,30.0,28.5,25.1,5.0
38.9,66.7,84.0,30,40,100,0.0,0.0,16.0,0.8
0.7,5.5,134.8,30,40,100,29.3,34.5,0.0,4.9
8.2,94.6,0.0,30,40,100,21.8,0.0,100.0,5.0
0.0,23.4,0.0,30,40,100,30.0,16.6,100.0,5.0
46.8,56.6,87.7,30,40,100,0.0,0.0,12.3,0.6
54.6,120.9,102.0,30,40,100,0.0,0.0,0.0,0.0
26.6,8.0,59.0,30,40,100,3.4,32.0,41.0,4.0
1.3,39.2,75.8,30,40,100,28.7,0.8,24.2,4.8
71.2,78.9,144.4,30,40,100,0.0,0.0,0.0,0.0
4.6,74.7,36.5,30,40,100,25.4,0.0,63.5,4.2
0.0,23.3,51.0,30,40,100,30.0,16.7,49.0,5.0
39.0,15.7,79.9,30,40,100,0.0,24.3,20.1,3.0
0.0,27.1,0.0,30,40,100,30.0,12.9,100.0,5.0
54.1,94.7,61.2,30,40,100,0.0,0.0,38.8,1.9
15.1,25.2,68.4,30,40,100,14.9,14.8,31.6,2.5
43.1,39.6,205.5,30,40,100,0.0,0.4,0.0,0.0
65.9,19.3,49.5,30,40,100,0.0,20.7,50.5,2.6
0.0,64.8,89.6,30,40,100,30.0,0.0,10.4,5.0
9.8,42.7,147.6,30,40,100,20.2,0.0,0.0,3.4
23.8,0.0,6.0,30,40,100,6.2,40.0,94.0,5.0
69.7,0.0,184.4,30,40,100,0.0,40.0,0.0,5.0
7.2,0.0,215.7,30,40,100,22.8,40.0,0.0,5.0
9.0,3.0,71.2,30,40,100,21.0,37.0,28.8,4.6
39.6,68.4,30.0,30,40,100,0.0,0.0,70.0,3.5
9.5,89.7,204.7,30,40,100,20.5,0.0,0.0,3.4
30.3,64.0,137.7,30,40,100,0.0,0.0,0.0,0.0
0.0,58.8,80.1,30,40,100,30.0,0.0,19.9,5.0
89.0,31.4,188.6,30,40,100,0.0,8.6,0.0,1.1
0.0,67.6,180.0,30,40,100,30.0,0.0,0.0,5.0
16.8,48.0,46.4,30,40,100,13.2,0.0,53.6,2.7
25.0,109.1,93.6,30,40,100,5.0,0.0,6.4,0.8
80.4,32.5,120.0,30,40,100,0.0,7.5,0.0,0.9
0.0,90.5,75.8,30,40,100,30.0,0.0,24.2,5.0
82.4,71.6,0.0,30,40,100,0.0,0.0,100.0,5.0
47.5,66.0,0.0,30,40,100,0.0,0.0,100.0,5.0
37.8,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,73.8,113.2,30,40,100,30.0,0.0,0.0,5.0
42.2,31.3,0.0,30,40,100,0.0,8.7,100.0,5.0
5.3,18.6,89.0,30,40,100,24.7,21.4,11.0,4.1
62.0,0.0,221.2,30,40,100,0.0,40.0,0.0,5.0
0.0,36.2,188.6,30,40,100,30.0,3.8,0.0,5.0
22.7,37.8,0.0,30,40,100,7.3,2.2,100.0,5.0
10.1,0.0,0.0,30,40,100,19.9,40.0,100.0,5.0
0.0,0.0,10.9,30,40,100,30.0,40.0,89.1,5.0
47.1,56.0,0.0,30,40,100,0.0,0.0,100.0,5.0
41.2,71.5,0.0,30,40,100,0.0,0.0,100.0,5.0
60.4,44.1,72.6,30,40,100,0.0,0.0,27.4,1.4
0.0,82.8,130.4,30,40,100,30.0,0.0,0.0,5.0
56.3,33.0,150.4,30,40,100,0.0,7.0,0.0,0.9
97.3,34.3,35.2,30,40,100,0.0,5.7,64.8,3.2
13.1,0.0,51.6,30,40,100,16.9,40.0,48.4,5.0
79.9,0.0,102.2,30,40,100,0.0,40.0,0.0,5.0
18.5,111.1,64.7,30,40,100,11.5,0.0,35.3,1.9
0.0,82.0,138.9,30,40,100,30.0,0.0,0.0,5.0
17.2,0.0,108.2,30,40,100,12.8,40.0,0.0,5.0
55.8,42.7,43.1,30,40,100,0.0,0.0,56.9,2.8
2.1,32.4,0.0,30,40,100,27.9,7.6,100.0,5.0
8.9,25.4,194.4,30,40,100,21.1,14.6,0.0,3.5
42.9,20.0,18.2,30,40,100,0.0,20.0,81.8,4.1
26.0,51.8,102.3,30,40,100,4.0,0.0,0.0,0.7
42.6,69.4,0.0,30,40,100,0.0,0.0,100.0,5.0
32.7,52.6,72.6,30,40,100,0.0,0.0,27.4,1.4
39.6,31.6,81.6,30,40,100,0.0,8.4,18.4,1.0
13.6,30.1,85.5,30,40,100,16.4,9.9,14.5,2.7
32.6,74.1,316.5,30,40,100,0.0,0.0,0.0,0.0
0.0,55.1,22.6,30,40,100,30.0,0.0,77.4,5.0
62.6,39.4,139.7,30,40,100,0.0,0.6,0.0,0.1
7.9,35.0,115.7,30,40,100,22.1,5.0,0.0,3.7
58.1,50.3,18.8,30,40,100,0.0,0.0,81.2,4.1
19.3,17.6,138.5,30,40,100,10.7,22.4,0.0,2.8
31.7,69.5,60.2,30,40,100,0.0,0.0,39.8,2.0
11.9,0.0,144.1,30,40,100,18.1,40.0,0.0,5.0
0.0,19.9,231.6,30,40,100,30.0,20.1,0.0,5.0
0.0,61.0,85.7,30,40,100,30.0,0.0,14.3,5.0
0.0,0.0,50.8,30,40,100,30.0,40.0,49.2,5.0
16.7,0.0,158.3,30,40,100,13.3,40.0,0.0,5.0
32.0,39.0,186.1,30,40,100,0.0,1.0,0.0,0.1
54.7,0.0,2.3,30,40,100,0.0,40.0,97.7,5.0
13.3,0.0,37.0,30,40,100,16.7,40.0,63.0,5.0
0.8,66.9,128.0,30,40,100,29.2,0.0,0.0,4.9
0.0,28.2,62.8,30,40,100,30.0,11.8,37.2,5.0
39.6,88.2,0.0,30,40,100,0.0,0.0,100.0,5.0
65.3,0.0,117.1,30,40,100,0.0,40.0,0.0,5.0
62.0,32.7,127.6,30,40,100,0.0,7.3,0.0,0.9
46.2,52.5,46.5,30,40,100,0.0,0.0,53.5,2.7
44.1,0.0,78.4,30,40,100,0.0,40.0,21.6,5.0
74.3,78.0,27.0,30,40,100,0.0,0.0,73.0,3.6
35.4,57.0,0.0,30,40,100,0.0,0.0,100.0,5.0
44.4,0.0,33.4,30,40,100,0.0,40.0,66.6,5.0
16.8,34.9,79.5,30,40,100,13.2,5.1,20.5,2.2
0.0,52.0,0.0,30,40,100,30.0,0.0,100.0,5.0
6.5,12.7,39.3,30,40,100,23.5,27.3,60.7,3.9
25.7,0.0,80.6,30,40,100,4.3,40.0,19.4,5.0
27.7,47.7,169.8,30,40,100,2.3,0.0,0.0,0.4
80.8,125.4,48.3,30,40,100,0.0,0.0,51.7,2.6
28.3,20.9,0.0,30,40,100,1.7,19.1,100.0,5.0
59.5,99.6,56.6,30,40,100,0.0,0.0,43.4,2.2
13.6,6.2,27.8,30,40,100,16.4,33.8,72.2,4.2
17.1,45.1,118.0,30,40,100,12.9,0.0,0.0,2.1
0.0,67.5,46.2,30,40,100,30.0,0.0,53.8,5.0
4.8,36.1,0.0,30,40,100,25.2,3.9,100.0,5.0
41.0,24.5,371.2,30,40,100,0.0,15.5,0.0,1.9
26.2,65.7,85.0,30,40,100,3.8,0.0,15.0,0.8
52.8,112.6,80.7,30,40,100,0.0,0.0,19.3,1.0
31.1,48.5,0.0,30,40,100,0.0,0.0,100.0,5.0
15.9,15.7,0.0,30,40,100,14.1,24.3,100.0,5.0
87.1,28.8,66.1,30,40,100,0.0,11.2,33.9,1.7
23.3,137.9,100.6,30,40,100,6.7,0.0,0.0,1.1
59.1,41.9,130.1,30,40,100,0.0,0.0,0.0,0.0
14.5,12.5,92.6,30,40,100,15.5,27.5,7.4,3.4
46.2,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
52.4,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
31.9,51.1,65.4,30,40,100,0.0,0.0,34.6,1.7
0.0,62.8,30.4,30,40,100,30.0,0.0,69.6,5.0
26.5,20.5,0.0,30,40,100,3.5,19.5,100.0,5.0
61.0,35.8,140.3,30,40,100,0.0,4.2,0.0,0.5
41.0,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
38.6,41.8,123.3,30,40,100,0.0,0.0,0.0,0.0
0.0,55.8,0.0,30,40,100,30.0,0.0,100.0,5.0
5.4,14.9,84.3,30,40,100,24.6,25.1,15.7,4.1
37.7,104.5,148.8,30,40,100,0.0,0.0,0.0,0.0
37.6,2.8,46.2,30,40,100,0.0,37.2,53.8,4.6
60.5,47.9,209.8,30,40,100,0.0,0.0,0.0,0.0
21.8,70.6,228.2,30,40,100,8.2,0.0,0.0,1.4
37.5,33.3,92.6,30,40,100,0.0,6.7,7.4,0.8
26.4,28.9,117.2,30,40,100,3.6,11.1,0.0,1.4
0.0,0.0,159.0,30,40,100,30.0,40.0,0.0,5.0
0.0,91.1,117.4,30,40,100,30.0,0.0,0.0,5.0
38.2,29.6,108.8,30,40,100,0.0,10.4,0.0,1.3
30.9,58.1,31.2,30,40,100,0.0,0.0,68.8,3.4
8.3,63.5,0.0,30,40,100,21.7,0.0,100.0,5.0
0.0,11.2,0.0,30,40,100,30.0,28.8,100.0,5.0
43.9,28.5,265.6,30,40,100,0.0,11.5,0.0,1.4
18.4,90.2,99.5,30,40,100,11.6,0.0,0.5,1.9
41.8,0.0,53.7,30,40,100,0.0,40.0,46.3,5.0
79.0,122.1,175.4,30,40,100,0.0,0.0,0.0,0.0
0.0,6.5,13.1,30,40,100,30.0,33.5,86.9,5.0
6.0,0.0,120.5,30,40,100,24.0,40.0,0.0,5.0
20.0,41.8,79.7,30,40,100,10.0,0.0,20.3,1.7
67.4,125.3,110.6,30,40,100,0.0,0.0,0.0,0.0
0.0,0.0,46.4,30,40,100,30.0,40.0,53.6,5.0
81.1,30.8,0.0,30,40,100,0.0,9.2,100.0,5.0
29.8,55.6,7.1,30,40,100,0.2,0.0,92.9,4.6
23.2,37.8,10.3,30,40,100,6.8,2.2,89.7,4.5
20.3,51.8,73.3,30,40,100,9.7,0.0,26.7,1.6
13.5,7.5,0.0,30,40,100,16.5,32.5,100.0,5.0
55.8,12.3,0.0,30,40,100,0.0,27.7,100.0,5.0
0.0,30.5,84.4,30,40,100,30.0,9.5,15.6,5.0
35.8,0.0,63.2,30,40,100,0.0,40.0,36.8,5.0
15.0,34.6,88.8,30,40,100,15.0,5.4,11.2,2.5
4.2,20.8,69.9,30,40,100,25.8,19.2,30.1,4.3
99.6,17.5,276.6,30,40,100,0.0,22.5,0.0,2.8
37.9,49.3,83.7,30,40,100,0.0,0.0,16.3,0.8
43.4,0.0,42.9,30,40,100,0.0,40.0,57.1,5.0
58.4,27.2,81.7,30,40,100,0.0,12.8,18.3,1.6
0.0,129.7,155.7,30,40,100,30.0,0.0,0.0,5.0
75.9,0.0,69.5,30,40,100,0.0,40.0,30.5,5.0
0.0,88.2,128.7,30,40,100,30.0,0.0,0.0,5.0
4.1,38.6,105.4,30,40,100,25.9,1.4,0.0,4.3
12.9,12.2,50.1,30,40,100,17.1,27.8,49.9,3.5
42.5,0.0,82.4,30,40,100,0.0,40.0,17.6,5.0
32.2,42.1,202.4,30,40,100,0.0,0.0,0.0,0.0
21.2,94.9,93.1,30,40,100,8.8,0.0,6.9,1.5
25.6,20.8,0.0,30,40,100,4.4,19.2,100.0,5.0
0.0,33.2,47.7,30,40,100,30.0,6.8,52.3,5.0
0.0,77.1,0.0,30,40,100,30.0,0.0,100.0,5.0
46.6,50.2,84.6,30,40,100,0.0,0.0,15.4,0.8
45.7,0.0,179.3,30,40,100,0.0,40.0,0.0,5.0
71.1,40.4,0.0,30,40,100,0.0,0.0,100.0,5.0
3.5,97.3,85.6,30,40,100,26.5,0.0,14.4,4.4
45.7,35.0,153.0,30,40,100,0.0,5.0,0.0,0.6
17.9,0.0,161.5,30,40,100,12.1,40.0,0.0,5.0
59.9,52.1,176.7,30,40,100,0.0,0.0,0.0,0.0
55.1,28.5,0.0,30,40,100,0.0,11.5,100.0,5.0
32.0,0.0,114.2,30,40,100,0.0,40.0,0.0,5.0
16.3,0.0,0.0,30,40,100,13.7,40.0,100.0,5.0
53.3,75.7,0.0,30,40,100,0.0,0.0,100.0,5.0
44.4,7.0,139.7,30,40,100,0.0,33.0,0.0,4.1
6.5,0.0,86.2,30,40,100,23.5,40.0,13.8,5.0
0.0,35.0,132.1,30,40,100,30.0,5.0,0.0,5.0
17.7,10.5,0.0,30,40,100,12.3,29.5,100.0,5.0
69.1,40.5,192.3,30,40,100,0.0,0.0,0.0,0.0
58.6,28.3,129.0,30,40,100,0.0,11.7,0.0,1.5
0.0,0.0,145.2,30,40,100,30.0,40.0,0.0,5.0
0.0,15.9,0.0,30,40,100,30.0,24.1,100.0,5.0
62.3,54.3,168.0,30,40,100,0.0,0.0,0.0,0.0
0.0,38.1,48.0,30,40,100,30.0,1.9,52.0,5.0
40.5,33.1,24.2,30,40,100,0.0,6.9,75.8,3.8
8.4,114.4,123.9,30,40,100,21.6,0.0,0.0,3.6
72.0,65.9,120.5,30,40,100,0.0,0.0,0.0,0.0
4.0,70.8,5.2,30,40,100,26.0,0.0,94.8,4.7
58.5,29.8,239.3,30,40,100,0.0,10.2,0.0,1.3
31.2,45.3,219.8,30,40,100,0.0,0.0,0.0,0.0
33.1,19.1,122.3,30,40,100,0.0,20.9,0.0,2.6
0.0,67.7,108.2,30,40,100,30.0,0.0,0.0,5.0
0.0,32.0,100.1,30,40,100,30.0,8.0,0.0,5.0
19.7,45.4,0.0,30,40,100,10.3,0.0,100.0,5.0
33.0,42.9,82.6,30,40,100,0.0,0.0,17.4,0.9
0.0,35.7,81.5,30,40,100,30.0,4.3,18.5,5.0
0.0,154.7,27.0,30,40,100,30.0,0.0,73.0,5.0
41.9,9.6,48.5,30,40,100,0.0,30.4,51.5,3.8
42.0,9.3,0.0,30,40,100,0.0,30.7,100.0,5.0
22.0,64.4,0.0,30,40,100,8.0,0.0,100.0,5.0
48.2,12.5,147.8,30,40,100,0.0,27.5,0.0,3.4
0.0,24.7,213.1,30,40,100,30.0,15.3,0.0,5.0
15.8,0.0,0.0,30,40,100,14.2,40.0,100.0,5.0
72.9,56.2,88.2,30,40,100,0.0,0.0,11.8,0.6
27.9,56.7,162.1,30,40,100,2.1,0.0,0.0,0.4
29.5,23.8,31.5,30,40,100,0.5,16.2,68.5,3.4
91.6,65.2,128.0,30,40,100,0.0,0.0,0.0,0.0
0.0,0.0,70.8,30,40,100,30.0,40.0,29.2,5.0
48.6,8.0,169.5,30,40,100,0.0,32.0,0.0,4.0
73.3,29.6,0.0,30,40,100,0.0,10.4,100.0,5.0
16.7,0.0,0.0,30,40,100,13.3,40.0,100.0,5.0
50.4,0.0,96.0,30,40,100,0.0,40.0,4.0,5.0
0.0,24.1,81.3,30,40,100,30.0,15.9,18.7,5.0
6.4,64.4,69.0,30,40,100,23.6,0.0,31.0,3.9
36.9,88.0,119.9,30,40,100,0.0,0.0,0.0,0.0
48.7,14.4,0.0,30,40,100,0.0,25.6,100.0,5.0
57.9,66.0,0.0,30,40,100,0.0,0.0,100.0,5.0
70.7,62.1,33.2,30,40,100,0.0,0.0,66.8,3.3
24.0,85.5,42.2,30,40,100,6.0,0.0,57.8,2.9
59.9,22.4,50.6,30,40,100,0.0,17.6,49.4,2.5
16.2,0.0,175.8,30,40,100,13.8,40.0,0.0,5.0
51.6,39.3,135.6,30,40,100,0.0,0.7,0.0,0.1
31.9,0.0,116.5,30,40,100,0.0,40.0,0.0,5.0
38.6,7.3,91.4,30,40,100,0.0,32.7,8.6,4.1
38.0,24.3,38.5,30,40,100,0.0,15.7,61.5,3.1
0.0,22.8,4.6,30,40,100,30.0,17.2,95.4,5.0
0.0,42.1,0.0,30,40,100,30.0,0.0,100.0,5.0
28.9,64.7,17.5,30,40,100,1.1,0.0,82.5,4.1
0.0,21.6,70.0,30,40,100,30.0,18.4,30.0,5.0
49.6,52.4,0.0,30,40,100,0.0,0.0,100.0,5.0
50.8,37.0,87.2,30,40,100,0.0,3.0,12.8,0.6
35.3,74.1,57.8,30,40,100,0.0,0.0,42.2,2.1
0.0,28.9,41.5,30,40,100,30.0,11.1,58.5,5.0
65.3,33.3,167.2,30,40,100,0.0,6.7,0.0,0.8
84.0,21.4,0.0,30,40,100,0.0,18.6,100.0,5.0
30.1,29.9,42.5,30,40,100,0.0,10.1,57.5,2.9
40.5,4.9,0.0,30,40,100,0.0,35.1,100.0,5.0
31.7,0.9,92.7,30,40,100,0.0,39.1,7.3,4.9
41.1,67.7,135.0,30,40,100,0.0,0.0,0.0,0.0
22.5,0.0,0.0,30,40,100,7.5,40.0,100.0,5.0
25.0,23.6,0.0,30,40,100,5.0,16.4,100.0,5.0
51.7,77.3,0.0,30,40,100,0.0,0.0,100.0,5.0
92.8,22.3,78.6,30,40,100,0.0,17.7,21.4,2.2
0.0,69.8,46.0,30,40,100,30.0,0.0,54.0,5.0
23.0,12.7,51.0,30,40,100,7.0,27.3,49.0,3.4
0.0,0.0,43.8,30,40,100,30.0,40.0,56.2,5.0
71.3,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
9.2,89.3,164.8,30,40,100,20.8,0.0,0.0,3.5
0.0,0.0,95.5,30,40,100,30.0,40.0,4.5,5.0
44.1,66.5,0.0,30,40,100,0.0,0.0,100.0,5.0
75.6,0.0,17.0,30,40,100,0.0,40.0,83.0,5.0
44.8,89.5,3.2,30,40,100,0.0,0.0,96.8,4.8
31.8,125.3,186.9,30,40,100,0.0,0.0,0.0,0.0
37.6,0.0,130.9,30,40,100,0.0,40.0,0.0,5.0
66.2,0.0,63.3,30,40,100,0.0,40.0,36.7,5.0
1.1,67.6,211.2,30,40,100,28.9,0.0,0.0,4.8
22.8,57.1,190.6,30,40,100,7.2,0.0,0.0,1.2
13.1,67.7,54.9,30,40,100,16.9,0.0,45.1,2.8
0.0,13.4,40.4,30,40,100,30.0,26.6,59.6,5.0
16.6,116.4,44.3,30,40,100,13.4,0.0,55.7,2.8
57.5,41.2,0.0,30,40,100,0.0,0.0,100.0,5.0
42.1,0.0,213.3,30,40,100,0.0,40.0,0.0,5.0
44.3,26.3,0.0,30,40,100,0.0,13.7,100.0,5.0
30.1,0.0,143.5,30,40,100,0.0,40.0,0.0,5.0
40.9,100.5,129.2,30,40,100,0.0,0.0,0.0,0.0
3.2,9.9,48.9,30,40,100,26.8,30.1,51.1,4.5
17.1,56.3,219.5,30,40,100,12.9,0.0,0.0,2.1
31.4,17.5,0.0,30,40,100,0.0,22.5,100.0,5.0
33.9,11.7,67.1,30,40,100,0.0,28.3,32.9,3.5
35.1,0.0,34.1,30,40,100,0.0,40.0,65.9,5.0
22.0,60.5,151.0,30,40,100,8.0,0.0,0.0,1.3
15.2,88.7,102.0,30,40,100,14.8,0.0,0.0,2.5
115.9,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
51.8,0.0,173.5,30,40,100,0.0,40.0,0.0,5.0
37.7,68.8,112.6,30,40,100,0.0,0.0,0.0,0.0
19.3,0.0,0.0,30,40,100,10.7,40.0,100.0,5.0
13.1,85.5,45.3,30,40,100,16.9,0.0,54.7,2.8
22.2,0.0,0.0,30,40,100,7.8,40.0,100.0,5.0
34.3,0.0,59.7,30,40,100,0.0,40.0,40.3,5.0
0.0,46.4,85.6,30,40,100,30.0,0.0,14.4,5.0
0.0,0.0,46.5,30,40,100,30.0,40.0,53.5,5.0
7.8,8.0,37.2,30,40,100,22.2,32.0,62.8,4.0
31.9,50.7,0.0,30,40,100,0.0,0.0,100.0,5.0
19.1,0.0,100.7,30,40,100,10.9,40.0,0.0,5.0
68.0,102.5,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,38.2,76.0,30,40,100,30.0,1.8,24.0,5.0
4.6,0.0,0.0,30,40,100,25.4,40.0,100.0,5.0
69.2,0.0,77.6,30,40,100,0.0,40.0,22.4,5.0
29.7,76.4,73.0,30,40,100,0.3,0.0,27.0,1.4
51.2,60.6,106.0,30,40,100,0.0,0.0,0.0,0.0
84.4,92.3,143.0,30,40,100,0.0,0.0,0.0,0.0
6.2,9.0,158.0,30,40,100,23.8,31.0,0.0,4.0
23.1,48.4,0.0,30,40,100,6.9,0.0,100.0,5.0
18.2,53.6,68.8,30,40,100,11.8,0.0,31.2,2.0
0.0,64.4,235.7,30,40,100,30.0,0.0,0.0,5.0
17.1,81.8,83.1,30,40,100,12.9,0.0,16.9,2.1
51.0,7.6,6.5,30,40,100,0.0,32.4,93.5,4.7
41.3,31.9,67.1,30,40,100,0.0,8.1,32.9,1.6
43.6,11.9,42.6,30,40,100,0.0,28.1,57.4,3.5
15.3,34.3,0.0,30,40,100,14.7,5.7,100.0,5.0
7.3,64.6,143.6,30,40,100,22.7,0.0,0.0,3.8
62.1,0.0,120.6,30,40,100,0.0,40.0,0.0,5.0
11.8,81.1,0.0,30,40,100,18.2,0.0,100.0,5.0
34.3,0.0,66.0,30,40,100,0.0,40.0,34.0,5.0
30.6,24.1,27.8,30,40,100,0.0,15.9,72.2,3.6
67.6,86.5,0.0,30,40,100,0.0,0.0,100.0,5.0
53.6,49.6,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,50.1,0.0,30,40,100,30.0,0.0,100.0,5.0
0.0,0.0,68.8,30,40,100,30.0,40.0,31.2,5.0
42.4,0.0,36.6,30,40,100,0.0,40.0,63.4,5.0
24.1,74.3,0.0,30,40,100,5.9,0.0,100.0,5.0
13.0,12.7,41.9,30,40,100,17.0,27.3,58.1,3.4
54.9,16.5,133.8,30,40,100,0.0,23.5,0.0,2.9
31.3,75.2,102.3,30,40,100,0.0,0.0,0.0,0.0
27.4,0.0,154.3,30,40,100,2.6,40.0,0.0,5.0
