N_Awal,P_Awal,K_Awal,Volume_Air_ml,Metode_Pemberian,N_Target,P_Target,K_Target,Dosis_Pupuk_Gram
16.9,21.5,46.4,120,0,36.3,52.6,107.0,3.0
15.8,22.2,44.3,120,0,38.4,54.5,105.0,3.0
15.7,22.2,44.8,120,0,36.7,53.6,107.1,3.0
15.6,21.9,45.3,120,0,38.1,52.0,104.3,3.0
17.5,21.1,46.1,120,0,38.0,51.4,109.9,3.0
15.7,22.4,46.8,120,0,36.0,51.5,111.2,3.0
15.1,19.1,46.8,120,0,35.5,50.4,101.5,3.0
15.4,21.5,44.5,120,0,40.1,52.5,100.9,3.0
16.7,23.5,48.9,120,0,38.3,53.8,101.7,3.0
15.6,21.4,46.5,120,0,41.3,50.4,113.6,3.0
15.8,23.3,45.9,120,0,36.1,53.0,101.2,3.0
14.3,22.6,45.6,120,0,37.2,53.1,108.7,3.0
15.0,20.1,45.2,120,0,37.2,54.3,101.6,3.0
15.5,20.5,44.3,120,0,39.0,51.9,101.1,3.0
15.9,22.1,45.6,120,0,37.6,49.8,108.5,3.0
16.6,21.8,46.8,120,0,38.2,53.7,106.2,3.0
15.5,21.3,46.7,120,0,36.5,52.2,104.3,3.0
17.3,21.7,46.9,120,0,39.0,54.5,101.4,3.0
14.5,22.6,48.0,120,0,35.6,52.4,106.1,3.0
16.8,19.8,49.6,120,0,36.7,54.9,104.6,3.0
16.3,20.6,46.7,120,0,39.2,51.6,99.2,3.0
16.8,23.0,46.0,120,0,37.6,50.3,108.5,3.0
14.6,23.4,49.1,120,0,34.9,54.1,104.3,3.0
15.6,21.4,48.5,120,0,36.9,56.5,105.4,3.0
15.5,23.0,45.4,120,0,35.8,53.6,103.5,3.0
16.6,21.3,45.2,120,0,36.4,54.4,110.0,3.0
16.7,22.1,43.4,120,0,37.1,52.8,102.2,3.0
17.9,22.2,44.7,120,0,35.6,51.2,104.9,3.0
16.6,23.2,46.0,120,0,37.3,51.5,106.1,3.0
18.2,22.3,44.7,120,0,39.5,54.0,103.0,3.0
15.5,21.8,47.1,120,0,39.5,56.3,105.1,3.0
17.5,21.7,47.5,120,0,38.9,53.3,105.5,3.0
15.9,21.6,48.0,120,0,36.6,53.0,104.8,3.0
17.0,19.6,45.2,120,0,35.9,50.7,111.5,3.0
15.9,20.9,46.1,120,0,34.3,50.3,95.7,3.0
17.5,23.4,47.2,120,0,34.6,52.3,103.9,3.0
14.6,21.9,49.4,120,0,36.5,56.1,100.5,3.0
16.9,23.0,47.2,120,0,36.7,51.8,100.8,3.0
16.1,20.9,44.2,120,0,36.1,50.7,101.3,3.0
16.5,22.1,45.6,120,0,36.4,51.2,103.5,3.0
16.2,20.5,47.5,120,0,37.3,50.2,105.5,3.0
16.9,22.0,45.5,120,0,35.7,52.3,108.7,3.0
15.2,19.9,46.2,120,0,38.4,53.5,103.3,3.0
17.3,21.3,47.7,120,0,36.9,54.4,106.2,3.0
16.2,20.0,45.6,120,0,36.2,53.7,100.8,3.0
16.8,21.9,45.3,120,0,37.7,51.1,102.0,3.0
17.2,22.4,46.2,120,0,37.1,57.4,108.6,3.0
14.1,20.8,43.0,120,0,33.4,50.8,103.7,3.0
16.4,21.0,43.1,120,0,36.9,53.8,108.5,3.0
15.8,21.0,46.5,120,0,34.4,49.6,102.5,3.0
14.8,22.4,46.0,120,0,36.7,52.2,108.6,3.0
15.1,21.8,46.4,120,0,36.5,53.9,107.8,3.0
17.8,20.5,45.8,120,0,36.6,53.3,106.0,3.0
16.3,21.4,44.9,120,0,35.6,53.4,100.3,3.0
16.0,22.6,48.5,120,0,34.8,51.2,108.4,3.0
15.5,21.5,43.7,120,0,37.4,51.0,106.6,3.0
15.0,22.4,44.9,120,0,38.4,51.4,105.7,3.0
16.0,20.2,50.5,120,0,36.8,53.9,107.5,3.0
15.9,21.5,47.9,120,0,39.6,53.6,102.9,3.0
17.1,23.6,48.3,120,0,37.4,50.6,103.7,3.0
16.3,22.0,46.2,120,0,38.1,51.7,95.4,3.0
16.6,22.7,47.4,120,0,37.1,49.5,106.8,3.0
16.1,22.1,47.5,120,0,37.9,51.3,104.9,3.0
16.1,18.2,47.9,120,0,38.0,56.3,111.8,3.0
15.6,22.6,43.7,120,0,36.2,50.6,104.0,3.0
16.6,21.2,44.5,120,0,35.4,52.8,107.0,3.0
14.0,21.8,44.0,120,0,36.2,52.6,109.6,3.0
16.4,22.9,45.3,120,0,34.5,54.1,106.8,3.0
16.7,22.0,43.2,120,0,36.4,56.5,104.4,3.0
16.8,22.9,44.5,120,0,33.9,51.0,108.3,3.0
16.0,21.8,48.0,120,0,39.4,50.2,105.8,3.0
15.6,25.4,47.0,120,0,35.9,49.5,105.2,3.0
15.0,22.1,48.1,120,0,36.4,50.0,99.5,3.0
16.3,21.5,48.6,120,0,38.7,52.6,104.2,3.0
15.8,22.8,44.4,120,0,36.7,52.0,98.5,3.0
17.1,21.5,45.4,120,0,35.9,53.7,100.7,3.0
16.8,21.1,47.7,120,0,35.3,52.9,112.5,3.0
13.1,21.0,47.4,120,0,36.5,54.9,107.6,3.0
14.1,21.9,49.3,120,0,37.2,50.1,103.3,3.0
17.0,24.0,46.6,120,0,38.2,56.5,107.8,3.0
15.5,21.3,46.2,120,0,36.7,54.2,109.5,3.0
17.9,21.4,45.6,120,0,38.2,53.8,100.9,3.0
15.1,22.9,47.2,120,0,35.6,57.6,105.9,3.0
15.5,20.0,44.0,120,0,36.7,53.8,102.7,3.0
17.7,21.8,45.6,120,0,39.7,55.4,105.4,3.0
17.1,22.2,47.1,120,0,37.1,51.9,104.5,3.0
14.6,22.1,45.7,120,0,38.5,52.9,102.2,3.0
14.7,20.0,46.5,120,0,37.1,52.1,112.9,3.0
17.3,20.5,45.2,120,0,36.4,52.8,106.9,3.0
17.0,21.9,44.7,120,0,37.6,53.7,111.7,3.0
16.3,20.7,45.3,120,0,36.2,51.0,107.1,3.0
16.4,23.6,46.4,120,0,38.3,52.9,106.9,3.0
13.6,21.8,45.7,120,0,36.4,50.3,105.9,3.0
16.2,22.1,46.5,120,0,35.0,50.3,107.6,3.0
14.5,23.6,46.6,120,0,37.1,54.6,105.5,3.0
15.9,23.6,45.5,120,0,36.1,49.7,106.3,3.0
16.2,22.7,45.9,120,0,35.7,54.0,107.9,3.0
15.8,23.4,42.5,120,0,37.4,54.5,107.0,3.0
16.0,21.9,47.5,120,0,40.1,48.7,103.3,3.0
16.3,21.9,46.1,120,0,35.4,52.7,103.4,3.0
16.9,21.4,44.7,120,0,36.2,51.1,106.0,3.0
15.1,20.2,45.2,120,0,37.9,52.1,107.7,3.0
16.7,21.7,46.2,120,0,35.9,52.0,103.2,3.0
16.5,21.2,48.1,120,0,37.2,52.5,105.1,3.0
15.1,22.7,49.3,120,0,36.6,49.5,105.7,3.0
16.5,21.1,45.1,120,0,35.8,52.8,99.9,3.0
16.0,21.1,48.4,120,0,35.3,53.6,108.2,3.0
14.9,23.0,45.4,120,0,35.9,47.8,106.5,3.0
15.4,21.9,48.3,120,0,37.9,55.0,101.5,3.0
15.4,22.2,43.7,120,0,36.0,51.0,106.6,3.0
16.0,23.9,44.0,120,0,40.3,49.5,104.2,3.0
15.0,22.6,44.9,120,0,40.0,53.7,106.4,3.0
15.4,21.0,47.1,120,0,38.9,50.2,104.8,3.0
17.1,24.5,45.3,120,0,37.8,54.6,99.8,3.0
15.7,23.0,44.7,120,0,39.8,51.6,101.0,3.0
16.6,22.2,46.7,120,0,36.1,53.3,105.2,3.0
17.3,21.4,47.7,120,0,36.4,52.6,102.4,3.0
15.0,20.3,44.4,120,0,36.6,52.6,103.7,3.0
15.6,21.1,43.8,120,0,36.5,52.6,108.2,3.0
16.7,22.6,48.5,120,0,37.7,54.9,109.0,3.0
14.6,21.3,46.0,120,0,37.5,53.5,104.2,3.0
17.2,21.6,45.5,120,0,37.1,56.0,105.4,3.0
16.0,22.9,46.3,120,0,35.0,50.7,106.7,3.0
17.2,21.6,47.1,120,0,36.5,56.5,104.9,3.0
16.0,23.2,46.8,120,0,38.4,52.6,98.1,3.0
16.4,22.4,47.8,120,0,37.7,48.7,103.0,3.0
15.0,19.7,46.6,120,0,36.8,53.0,105.2,3.0
16.6,21.7,46.8,120,0,37.3,50.9,100.3,3.0
15.8,23.5,43.5,120,0,39.8,47.9,103.1,3.0
15.8,21.6,47.6,120,0,39.9,52.4,104.9,3.0
15.2,24.6,46.6,120,0,35.4,52.9,104.0,3.0
17.8,19.5,44.8,120,0,37.9,54.4,100.9,3.0
15.8,22.0,44.5,120,0,36.3,53.3,105.8,3.0
17.6,21.2,47.0,120,0,34.8,53.6,107.2,3.0
16.2,21.7,47.4,120,0,36.6,54.5,108.2,3.0
15.7,23.5,47.7,120,0,38.0,50.8,101.2,3.0
14.9,22.5,45.1,120,0,35.3,49.8,109.0,3.0
16.2,22.3,43.0,120,0,39.4,50.6,108.6,3.0
14.9,20.9,46.8,120,0,33.7,51.7,105.9,3.0
14.8,21.6,48.5,120,0,37.8,51.9,107.5,3.0
14.6,22.8,48.5,120,0,37.1,52.4,112.1,3.0
15.3,22.4,47.2,120,0,36.5,53.9,102.2,3.0
17.2,21.7,47.4,120,0,38.7,55.3,105.0,3.0
14.4,20.9,46.2,120,0,37.3,53.1,106.4,3.0
16.3,20.9,48.1,120,0,34.5,53.8,107.8,3.0
16.2,22.5,45.8,120,0,40.1,52.5,106.7,3.0
14.6,21.9,44.2,120,0,36.9,54.0,112.2,3.0
16.6,23.7,47.0,120,0,39.4,51.0,100.8,3.0
15.1,21.9,45.3,120,0,37.3,53.0,109.4,3.0
16.6,22.6,46.2,120,0,35.2,51.5,108.5,3.0
16.2,22.3,46.5,120,0,37.8,50.6,104.2,3.0
16.9,22.4,45.7,120,0,36.8,51.4,114.6,3.0
14.1,20.4,45.0,120,0,36.3,51.9,106.0,3.0
14.5,21.2,48.3,120,0,37.3,51.7,109.6,3.0
15.3,21.9,45.6,120,0,37.2,53.9,111.3,3.0
16.5,22.6,45.4,120,0,34.1,51.5,107.8,3.0
16.3,22.2,48.2,120,0,36.0,54.7,103.7,3.0
16.6,21.9,45.3,120,0,38.5,49.6,101.6,3.0
16.8,21.6,48.4,120,0,38.5,52.5,105.3,3.0
14.6,21.7,47.7,120,0,35.8,53.5,109.5,3.0
17.0,23.2,44.3,120,0,38.7,51.8,103.0,3.0
15.7,22.7,44.9,120,0,35.2,52.6,107.0,3.0
15.7,20.8,43.3,120,0,33.8,51.3,105.3,3.0
17.2,21.2,44.3,120,0,36.2,54.0,108.9,3.0
14.0,21.1,46.0,120,0,37.7,53.4,106.4,3.0
16.3,22.1,47.0,120,0,37.7,53.7,105.6,3.0
16.1,22.5,46.4,120,0,37.5,52.3,104.4,3.0
15.4,22.9,44.0,120,0,37.6,54.8,106.0,3.0
14.8,21.6,45.1,120,0,35.4,52.8,106.7,3.0
16.0,21.5,44.0,120,0,36.3,54.0,107.3,3.0
16.7,21.9,45.6,120,0,39.1,53.3,103.0,3.0
16.1,21.5,47.0,120,0,37.7,50.7,104.1,3.0
14.0,21.8,45.0,120,0,39.8,50.7,100.2,3.0
14.2,22.3,46.2,120,0,37.3,52.4,100.4,3.0
17.3,22.3,44.7,120,0,36.4,48.8,106.6,3.0
16.1,20.2,45.5,120,0,37.1,49.4,108.3,3.0
14.8,22.6,45.0,120,0,37.7,51.5,104.3,3.0
15.6,23.7,46.6,120,0,33.8,51.4,108.1,3.0
15.7,21.7,46.8,120,0,37.5,51.9,105.0,3.0
18.0,22.5,46.5,120,0,35.6,50.0,101.8,3.0
16.2,21.0,46.2,120,0,35.4,53.4,104.8,3.0
14.5,22.6,47.0,120,0,36.4,50.6,107.4,3.0
16.3,21.8,46.7,120,0,35.7,50.5,104.5,3.0
16.8,23.7,46.6,120,0,39.6,51.1,100.0,3.0
16.6,20.6,45.5,120,0,35.4,51.9,101.8,3.0
16.2,22.0,44.5,120,0,35.5,52.4,104.1,3.0
18.2,22.5,45.8,120,0,37.9,52.1,102.2,3.0
16.3,21.0,45.8,120,0,39.1,55.8,104.7,3.0
16.6,22.2,44.2,120,0,36.7,52.5,106.2,3.0
17.1,20.8,45.5,120,0,35.6,51.1,104.3,3.0
15.9,22.3,45.7,120,0,38.4,51.6,106.5,3.0
16.3,22.5,48.2,120,0,38.0,49.1,104.1,3.0
17.3,22.8,44.6,120,0,36.4,55.1,103.2,3.0
15.8,21.7,48.1,120,0,37.5,52.1,107.0,3.0
17.7,21.3,45.1,120,0,36.9,53.8,104.5,3.0
16.9,21.8,43.3,120,0,39.3,51.3,110.0,3.0
17.6,21.3,47.2,120,0,37.0,52.4,108.7,3.0
14.1,21.8,44.3,120,0,38.1,54.3,106.7,3.0
17.1,22.3,44.1,120,0,36.7,54.1,106.1,3.0
15.0,20.3,44.9,120,0,33.2,52.5,104.5,3.0
17.6,21.0,47.3,120,0,36.7,53.5,105.7,3.0
17.1,22.3,45.0,120,0,37.1,53.5,103.9,3.0
14.8,22.0,46.6,120,0,37.0,51.7,106.6,3.0
16.0,22.2,46.4,120,0,37.0,54.9,107.5,3.0
14.5,23.3,45.9,120,0,37.6,48.5,104.3,3.0
14.9,21.9,45.5,120,0,36.7,54.0,106.4,3.0
15.9,20.5,47.7,120,0,34.4,50.8,104.6,3.0
15.2,22.5,45.4,120,0,36.8,52.2,106.4,3.0
16.7,22.9,45.2,120,0,35.7,53.3,109.6,3.0
17.5,21.7,44.3,120,0,34.6,55.1,111.3,3.0
17.6,21.9,46.5,120,0,35.4,48.8,104.8,3.0
18.0,21.9,45.1,120,0,39.1,51.4,111.3,3.0
17.3,23.2,46.2,120,0,38.0,51.5,101.7,3.0
15.5,21.7,47.5,120,0,35.1,49.7,105.5,3.0
15.7,22.8,46.7,120,0,38.1,54.9,102.2,3.0
16.5,23.1,45.5,120,0,39.3,53.0,110.7,3.0
16.7,21.9,48.1,120,0,37.0,54.0,110.0,3.0
16.0,22.6,46.1,120,0,33.7,49.3,107.2,3.0
17.0,23.2,49.0,120,0,37.9,50.5,106.9,3.0
15.5,21.8,47.6,120,0,37.4,52.7,100.6,3.0
15.8,22.2,45.4,120,0,36.1,53.8,105.2,3.0
15.5,21.5,46.6,120,0,36.4,48.8,104.4,3.0
16.6,21.7,45.3,120,0,38.0,52.6,108.1,3.0
17.2,21.5,45.8,120,0,37.5,53.3,109.4,3.0
15.9,20.7,44.5,120,0,38.0,54.3,108.0,3.0
16.0,22.6,44.3,120,0,37.4,52.8,101.9,3.0
15.5,21.0,45.3,120,0,38.7,51.4,108.9,3.0
16.3,21.8,45.9,120,0,36.9,51.4,104.5,3.0
17.6,21.1,43.3,120,0,34.4,52.9,104.9,3.0
14.5,23.5,48.1,120,0,37.9,52.9,102.1,3.0
15.5,21.5,45.6,120,0,33.3,51.2,110.2,3.0
14.2,22.2,47.3,120,0,35.3,48.8,108.3,3.0
16.5,21.4,47.8,120,0,34.8,50.3,108.8,3.0
15.6,22.3,45.7,120,0,38.8,52.7,102.5,3.0
16.2,21.5,45.1,120,0,38.4,49.1,100.7,3.0
16.7,22.1,45.8,120,0,34.3,52.2,105.0,3.0
14.3,21.2,44.2,120,0,38.8,49.5,106.8,3.0
14.9,21.7,44.9,120,0,38.2,52.0,105.1,3.0
14.3,21.2,48.5,120,0,37.6,50.2,109.1,3.0
15.5,21.2,44.4,120,0,36.3,49.5,105.8,3.0
17.5,22.6,44.9,120,0,41.2,51.7,99.4,3.0
14.1,23.8,45.3,120,0,35.6,53.5,104.4,3.0
17.0,21.3,43.2,120,0,39.2,54.7,102.2,3.0
15.7,23.1,46.2,120,0,36.4,53.0,103.8,3.0
13.5,22.4,46.6,120,0,35.7,53.6,105.8,3.0
16.3,20.4,46.6,120,0,37.0,53.9,103.1,3.0
15.3,22.1,44.4,120,0,39.9,50.2,102.9,3.0
14.2,23.0,47.4,120,0,37.6,53.9,106.8,3.0
17.0,23.9,44.6,120,0,38.2,52.9,105.8,3.0
14.5,21.7,44.5,120,0,38.6,52.0,104.8,3.0
15.6,22.1,43.6,120,0,36.3,50.0,103.8,3.0
17.1,22.2,46.9,120,0,34.8,52.9,102.8,3.0
16.9,22.5,45.7,120,0,39.1,51.5,103.4,3.0
16.0,21.1,46.1,120,0,39.1,51.7,105.3,3.0
15.8,22.3,47.1,120,0,39.1,53.0,105.3,3.0
16.5,21.0,46.3,120,0,37.9,51.5,106.1,3.0
16.7,21.6,46.5,120,0,33.8,53.1,107.1,3.0
16.1,23.1,43.7,120,0,39.1,55.0,105.1,3.0
16.4,20.5,45.9,120,0,36.5,54.8,108.1,3.0
15.0,19.9,47.8,120,0,36.1,52.8,102.7,3.0
14.9,20.7,44.5,120,0,36.4,52.5,105.2,3.0
17.7,23.0,47.2,120,0,35.9,52.9,102.8,3.0
16.0,22.2,47.1,120,0,36.8,55.2,104.5,3.0
16.6,22.7,45.4,120,0,38.0,51.2,103.6,3.0
17.8,20.8,45.4,120,0,34.6,51.7,107.0,3.0
15.1,22.6,45.4,120,0,36.4,54.9,105.1,3.0
16.4,22.1,45.6,120,0,35.2,50.4,110.4,3.0
16.1,22.9,46.0,120,0,37.4,52.7,106.0,3.0
18.0,22.9,44.8,120,0,35.5,50.9,99.2,3.0
14.6,22.1,45.8,120,0,36.6,50.9,109.8,3.0
15.7,21.0,46.1,120,0,38.2,52.0,99.9,3.0
15.4,21.6,47.1,120,0,39.2,48.7,102.8,3.0
16.2,22.8,44.9,120,0,36.7,53.0,103.3,3.0
15.8,22.4,45.9,120,0,38.2,52.3,108.3,3.0
14.8,23.4,43.2,120,0,36.9,52.7,106.8,3.0
17.6,20.1,45.2,120,0,36.0,52.0,106.4,3.0
17.6,22.1,47.6,120,0,33.8,52.2,106.0,3.0
16.3,20.5,47.9,120,0,37.9,51.3,100.9,3.0
16.3,22.2,45.9,120,0,36.8,54.6,103.7,3.0
14.8,23.2,47.1,120,0,36.4,52.9,102.4,3.0
17.3,22.2,44.5,120,0,37.1,55.5,104.4,3.0
16.7,21.6,47.2,120,0,39.8,54.1,104.8,3.0
15.8,22.2,44.0,120,0,33.4,50.1,108.1,3.0
15.6,23.0,49.0,120,0,39.8,54.5,104.6,3.0
15.2,20.8,46.7,120,0,38.4,56.5,102.4,3.0
17.2,20.5,45.1,120,0,37.3,51.9,107.6,3.0
17.0,20.7,45.5,120,0,38.2,51.2,102.8,3.0
15.4,23.4,45.8,120,0,37.5,51.0,107.5,3.0
13.9,22.4,46.1,120,0,38.0,53.7,103.3,3.0
18.0,20.5,47.1,120,0,37.8,51.7,103.9,3.0
15.2,22.6,48.1,120,0,36.1,51.5,104.2,3.0
16.5,24.2,45.4,120,0,37.7,52.4,102.2,3.0
13.3,22.4,44.7,120,0,36.4,51.0,103.7,3.0
15.7,23.5,43.9,120,0,34.6,53.7,101.9,3.0
14.4,22.4,46.9,120,0,34.7,52.7,108.6,3.0
15.7,23.3,47.7,120,0,33.9,53.8,107.8,3.0
16.0,22.6,45.5,120,0,37.2,51.3,102.2,3.0
15.6,22.9,48.3,40,1,23.2,40.1,76.5,4.0
16.5,22.1,47.0,40,1,22.3,38.4,71.6,4.0
16.4,23.0,44.2,40,1,25.7,33.8,74.5,4.0
15.5,22.2,47.3,40,1,28.0,36.3,77.0,4.0
18.4,21.1,49.1,40,1,24.6,36.2,76.4,4.0
15.3,21.9,43.9,40,1,29.5,37.4,75.0,4.0
15.8,20.3,46.6,40,1,26.3,40.6,74.0,4.0
15.7,22.5,46.0,40,1,26.9,37.7,75.2,4.0
16.7,22.2,48.3,40,1,26.9,38.0,79.3,4.0
14.2,23.3,46.2,40,1,27.1,40.2,77.7,4.0
16.2,21.4,47.9,40,1,26.4,38.1,74.8,4.0
16.3,22.2,46.6,40,1,26.3,36.8,73.1,4.0
17.5,21.0,48.4,40,1,24.9,34.4,77.8,4.0
14.6,23.0,44.8,40,1,26.9,37.5,74.7,4.0
14.5,22.0,46.4,40,1,25.3,39.5,70.2,4.0
15.8,21.8,44.8,40,1,27.2,37.0,83.5,4.0
14.5,21.8,46.7,40,1,26.6,38.8,79.5,4.0
15.2,23.6,47.5,40,1,27.3,37.6,77.5,4.0
16.7,20.7,45.5,40,1,24.4,35.4,72.7,4.0
14.9,22.6,45.1,40,1,27.1,37.4,76.7,4.0
16.0,21.2,45.6,40,1,26.0,38.0,76.2,4.0
16.4,20.7,47.7,40,1,26.5,34.8,74.5,4.0
15.9,22.4,45.3,40,1,28.4,35.1,80.0,4.0
14.8,20.5,46.3,40,1,27.8,38.4,73.4,4.0
14.8,21.3,47.7,40,1,27.3,38.9,75.5,4.0
16.3,21.5,47.6,40,1,25.7,37.8,72.7,4.0
15.4,20.6,44.7,40,1,27.6,36.6,75.5,4.0
15.7,22.9,46.1,40,1,26.8,38.2,76.3,4.0
16.3,20.6,45.7,40,1,27.5,34.0,64.1,4.0
16.2,22.8,46.6,40,1,26.0,40.7,77.1,4.0
16.3,20.5,46.3,40,1,25.8,39.7,72.6,4.0
15.4,22.8,46.5,40,1,26.7,40.9,71.2,4.0
17.2,21.9,46.6,40,1,26.7,35.6,74.1,4.0
16.5,24.3,44.5,40,1,26.3,35.2,78.7,4.0
17.0,19.9,45.7,40,1,27.7,34.9,76.4,4.0
17.1,21.9,46.3,40,1,25.6,36.2,77.0,4.0
17.1,22.3,46.6,40,1,26.6,37.6,72.6,4.0
14.5,20.3,45.1,40,1,25.3,36.6,75.4,4.0
15.2,21.5,45.5,40,1,27.2,36.3,72.8,4.0
17.2,21.0,44.2,40,1,29.7,39.7,79.0,4.0
14.7,21.6,45.6,40,1,24.8,40.2,74.2,4.0
16.7,21.4,45.8,40,1,26.9,38.1,73.4,4.0
16.6,21.1,45.4,40,1,27.5,36.3,74.2,4.0
16.5,22.5,44.4,40,1,27.3,41.7,77.7,4.0
16.1,22.4,45.5,40,1,26.6,37.5,76.8,4.0
17.4,22.3,46.0,40,1,26.5,35.1,74.9,4.0
17.7,22.0,45.6,40,1,29.3,34.8,72.6,4.0
14.9,21.9,45.5,40,1,24.7,38.5,77.5,4.0
16.9,21.6,45.7,40,1,26.8,35.3,79.6,4.0
15.7,23.6,47.4,40,1,26.3,36.0,74.5,4.0
16.0,23.0,44.1,40,1,27.9,38.3,72.5,4.0
17.4,22.2,47.5,40,1,27.4,42.2,79.1,4.0
16.3,23.3,45.2,40,1,25.4,39.2,77.8,4.0
16.2,20.3,47.6,40,1,26.2,37.8,72.8,4.0
15.8,22.7,46.8,40,1,26.5,36.5,73.4,4.0
15.3,22.1,46.2,40,1,25.4,35.9,77.9,4.0
14.1,21.4,48.7,40,1,26.9,39.3,72.1,4.0
14.2,19.7,45.1,40,1,29.5,41.2,75.3,4.0
16.2,21.1,44.6,40,1,26.2,40.2,78.5,4.0
15.0,22.7,46.6,40,1,26.8,39.0,77.1,4.0
15.8,23.6,46.8,40,1,24.9,36.0,77.9,4.0
15.3,21.1,47.1,40,1,25.7,37.5,76.1,4.0
15.5,23.7,44.6,40,1,27.7,38.8,80.4,4.0
15.5,22.5,46.4,40,1,24.9,34.0,74.5,4.0
14.2,21.0,44.8,40,1,24.7,36.8,74.8,4.0
14.5,23.2,48.0,40,1,28.6,37.9,77.9,4.0
16.6,21.3,45.5,40,1,23.5,36.1,77.4,4.0
15.2,23.0,44.8,40,1,25.6,37.8,79.5,4.0
16.9,20.7,45.3,40,1,25.2,39.2,78.6,4.0
16.5,21.3,48.7,40,1,27.7,37.6,72.7,4.0
16.1,22.8,48.2,40,1,28.8,38.8,80.0,4.0
15.9,22.8,47.4,40,1,26.8,37.0,70.8,4.0
15.5,21.7,45.5,40,1,27.2,36.5,69.9,4.0
15.8,21.7,46.2,40,1,27.4,41.5,76.3,4.0
16.2,22.5,46.7,40,1,25.2,37.8,77.2,4.0
14.9,20.9,46.7,40,1,23.8,38.8,73.9,4.0
14.6,22.1,46.4,40,1,26.1,34.2,77.3,4.0
15.9,21.7,46.7,40,1,27.8,41.1,71.8,4.0
14.9,23.0,46.7,40,1,26.8,36.9,74.6,4.0
14.9,22.4,44.4,40,1,27.8,36.9,73.9,4.0
17.6,22.6,46.3,40,1,29.2,34.9,76.7,4.0
17.5,21.6,44.3,40,1,25.0,34.8,78.2,4.0
17.6,22.7,46.5,40,1,22.8,35.6,75.5,4.0
16.2,19.9,45.0,40,1,25.9,36.4,80.1,4.0
15.9,21.9,48.0,40,1,25.2,36.5,77.6,4.0
16.1,21.7,46.2,40,1,25.4,41.3,73.9,4.0
14.9,24.5,45.3,40,1,27.1,38.4,73.6,4.0
15.9,22.5,41.9,40,1,27.5,34.3,75.0,4.0
15.0,21.1,45.6,40,1,26.7,35.3,76.9,4.0
14.2,23.0,44.1,40,1,24.9,36.6,72.3,4.0
15.2,22.2,47.7,40,1,26.2,39.1,74.0,4.0
15.6,22.0,44.7,40,1,24.7,37.3,70.7,4.0
17.1,20.9,45.1,40,1,25.8,34.7,76.1,4.0
15.8,22.3,45.8,40,1,27.2,40.0,71.4,4.0
16.1,21.0,45.2,40,1,22.7,38.6,80.4,4.0
16.4,21.3,45.7,40,1,29.1,39.4,77.8,4.0
17.1,20.6,46.3,40,1,26.3,38.7,80.4,4.0
18.9,20.7,44.4,40,1,27.6,38.8,74.0,4.0
15.7,23.1,46.0,40,1,26.8,41.8,73.4,4.0
17.0,23.3,46.5,40,1,26.0,38.7,76.7,4.0
16.1,22.0,47.8,40,1,26.9,38.0,77.3,4.0
15.3,21.7,46.6,40,1,28.7,34.5,75.9,4.0
15.0,22.9,41.9,40,1,27.5,37.3,70.1,4.0
15.8,19.9,46.6,40,1,28.2,38.6,79.8,4.0
16.1,21.5,44.8,40,1,28.4,39.4,73.9,4.0
14.9,20.5,46.2,40,1,27.9,35.2,73.2,4.0
16.8,23.7,45.0,40,1,28.2,37.2,71.4,4.0
15.5,20.7,46.9,40,1,25.7,38.6,80.7,4.0
17.0,22.5,44.8,40,1,27.7,37.6,74.2,4.0
15.7,21.6,46.0,40,1,26.5,34.9,77.9,4.0
15.8,22.8,46.6,40,1,26.5,39.3,77.7,4.0
16.5,21.6,45.4,40,1,25.8,37.3,75.4,4.0
16.6,22.1,46.6,40,1,29.4,39.4,73.6,4.0
15.9,23.0,46.3,40,1,26.7,39.9,76.9,4.0
16.0,21.4,44.9,40,1,26.6,38.2,75.6,4.0
15.8,22.1,45.6,40,1,25.0,34.8,73.2,4.0
16.4,23.9,44.5,40,1,22.9,40.7,79.1,4.0
14.7,22.0,46.6,40,1,29.3,35.6,76.6,4.0
15.5,21.4,47.2,40,1,26.2,39.0,76.2,4.0
14.3,23.1,49.1,40,1,25.5,39.4,79.5,4.0
15.7,22.2,44.0,40,1,26.8,38.8,79.0,4.0
17.1,21.2,45.2,40,1,26.7,38.6,77.4,4.0
15.9,21.2,48.4,40,1,29.3,37.3,76.5,4.0
14.0,21.3,44.5,40,1,25.7,35.3,74.5,4.0
17.4,22.8,45.7,40,1,27.4,36.2,78.5,4.0
15.1,22.7,49.9,40,1,26.7,34.5,75.5,4.0
16.1,22.1,44.9,40,1,27.2,33.6,74.8,4.0
16.6,21.0,46.8,40,1,26.8,35.1,73.0,4.0
15.8,22.3,45.2,40,1,24.4,41.1,73.6,4.0
16.8,21.8,45.8,40,1,26.7,38.7,78.8,4.0
16.1,21.7,45.8,40,1,30.0,39.5,73.1,4.0
16.6,19.5,47.8,40,1,24.6,36.7,81.3,4.0
15.1,21.5,48.2,40,1,28.1,36.8,78.0,4.0
15.9,23.2,46.0,40,1,26.1,33.8,75.7,4.0
15.2,23.2,46.3,40,1,25.8,39.7,76.2,4.0
15.5,22.0,45.7,40,1,26.5,37.9,72.7,4.0
16.0,23.1,46.6,40,1,28.4,38.0,78.4,4.0
16.5,22.0,45.2,40,1,26.5,37.5,73.0,4.0
