N_Awal,P_Awal,K_Awal,N_Target,P_Target,K_Target,Dosis_Pupuk_Gram
17.4,21.4,45.6,35.2,50.4,103.1,2.9
16.2,22.8,45.8,38.0,50.9,105.3,2.9
16.6,23.1,48.4,37.6,48.4,102.8,2.9
17.7,23.4,44.8,36.0,54.5,101.9,2.9
16.1,22.3,48.2,37.1,51.4,105.8,2.9
18.0,21.9,45.2,36.4,53.2,103.2,2.9
17.2,22.4,43.4,38.9,50.6,108.7,2.9
17.9,21.9,47.3,36.6,51.7,107.4,2.9
14.4,22.4,44.4,38.1,54.3,106.7,3.0
17.5,22.9,44.2,36.7,54.1,106.1,3.0
15.4,20.9,45.0,33.2,52.5,104.5,3.0
17.9,21.6,47.4,36.7,53.5,105.7,3.0
17.4,22.9,45.1,37.1,53.6,103.9,3.0
15.2,22.6,46.7,37.0,51.7,106.6,3.0
16.3,22.8,46.6,37.0,54.9,107.5,3.0
14.9,23.9,46.0,37.6,48.5,104.3,3.0
15.2,22.5,45.6,36.7,54.0,106.4,3.0
16.2,21.1,47.9,34.4,50.8,104.6,3.0
15.5,23.0,45.6,36.8,52.2,106.4,3.0
17.1,23.5,45.3,35.7,53.3,109.6,3.0
17.9,22.3,44.4,34.6,55.1,111.3,3.0
17.9,22.5,46.6,35.4,48.8,104.8,3.0
18.3,22.5,45.3,39.1,51.4,111.3,3.0
17.6,23.8,46.4,38.0,51.5,101.7,3.0
15.8,22.3,47.7,35.1,49.7,105.5,3.0
16.0,23.4,46.8,38.1,54.9,102.2,3.0
16.9,23.7,45.6,39.3,53.0,110.7,3.0
17.1,22.5,48.2,37.0,54.0,110.0,3.0
16.4,23.2,46.2,33.7,49.3,107.2,3.0
17.3,23.8,49.1,37.9,50.5,106.9,3.0
15.8,22.4,47.7,37.4,52.7,100.6,3.0
16.2,22.8,45.5,36.1,53.8,105.2,3.0
15.9,22.1,46.8,36.4,48.8,104.4,3.0
16.9,22.3,45.4,38.0,52.6,108.1,3.0
17.5,22.1,46.0,37.5,53.3,109.4,3.0
16.3,21.3,44.6,38.0,54.3,108.0,3.0
16.4,23.2,44.4,37.4,52.8,101.9,3.0
15.8,21.6,45.4,38.7,51.4,108.9,3.0
16.7,22.4,46.0,36.9,51.4,104.5,3.0
17.9,21.7,43.4,34.4,52.9,104.9,3.0
14.8,24.1,48.2,37.9,52.9,102.1,3.0
15.9,22.1,45.7,33.3,51.2,110.2,3.0
14.5,22.8,47.5,35.3,48.8,108.3,3.0
16.9,22.0,47.9,34.8,50.3,108.8,3.0
15.9,22.9,45.8,38.8,52.7,102.5,3.0
16.5,22.1,45.2,38.4,49.1,100.7,3.0
17.0,22.7,45.9,34.3,52.2,105.0,3.0
14.7,21.8,44.3,38.8,49.5,106.8,3.0
15.2,22.3,45.0,38.2,52.0,105.1,3.0
14.7,21.8,48.6,37.6,50.2,109.2,3.0
15.9,21.8,44.5,36.3,49.5,105.8,3.0
17.8,23.2,45.0,41.2,51.7,99.4,3.0
14.4,24.4,45.5,35.6,53.5,104.4,3.0
17.4,21.9,43.3,39.2,54.7,102.2,3.0
16.0,23.7,46.3,36.4,53.0,103.8,3.0
13.8,23.0,46.7,35.7,53.6,105.8,3.0
16.7,21.0,46.7,37.0,53.9,103.1,3.0
15.6,22.7,44.5,39.9,50.2,102.9,3.0
14.6,23.6,47.5,36.6,52.4,103.8,3.1
17.4,24.5,44.7,37.2,51.4,102.9,3.1
14.8,22.3,44.6,37.6,50.5,101.8,3.1
15.9,22.7,43.7,35.3,48.5,100.9,3.1
17.4,22.8,47.0,33.8,51.4,99.8,3.1
17.2,23.1,45.8,38.1,50.1,100.5,3.1
16.4,21.7,46.2,38.0,50.3,102.3,3.1
16.2,22.9,47.3,38.0,51.6,102.3,3.1
16.8,21.6,46.4,36.9,50.0,103.2,3.1
17.1,22.2,46.6,32.7,51.7,104.2,3.1
16.5,23.7,43.9,38.1,53.5,102.1,3.1
16.7,21.1,46.1,35.5,53.4,105.2,3.1
15.3,20.5,48.0,35.1,51.4,99.8,3.1
15.3,21.3,44.6,35.3,51.0,102.2,3.1
18.1,23.6,47.3,34.9,51.4,99.8,3.1
16.3,22.8,47.2,35.8,53.7,101.6,3.1
17.0,23.3,45.5,36.9,49.8,100.6,3.1
18.1,21.4,45.5,33.6,50.3,104.1,3.1
15.4,23.2,45.5,35.4,53.4,102.1,3.1
16.7,22.7,45.8,34.1,48.9,107.4,3.1
16.5,23.5,46.2,36.4,51.3,103.1,3.1
18.4,23.5,44.9,34.5,49.5,96.3,3.1
14.9,22.7,46.0,35.5,49.4,106.9,3.1
16.1,21.6,46.2,37.2,50.5,97.0,3.1
15.8,22.2,47.2,38.1,47.2,99.8,3.1
16.6,23.4,45.0,35.7,51.5,100.4,3.1
16.1,23.0,46.1,37.1,50.8,105.4,3.1
15.1,24.0,43.3,35.8,51.2,103.8,3.1
17.9,20.7,45.4,34.9,50.5,103.5,3.1
17.9,22.7,47.7,32.8,50.8,103.0,3.1
16.6,21.1,48.1,36.8,49.8,98.0,3.1
16.6,22.8,46.1,35.7,53.1,100.8,3.1
15.1,23.8,47.2,35.3,51.5,99.5,3.1
17.7,22.8,44.6,36.0,54.0,101.4,3.1
17.1,22.2,47.4,38.7,52.7,101.9,3.1
16.1,22.8,44.1,32.4,48.7,105.2,3.1
15.9,23.6,49.1,38.7,53.1,101.6,3.1
15.5,21.4,46.8,37.4,55.0,99.5,3.1
17.6,21.1,45.2,36.2,50.4,104.7,3.1
17.4,21.3,45.7,37.2,49.8,99.8,3.1
15.8,24.0,45.9,36.4,49.6,104.6,3.1
14.3,23.0,46.2,37.0,52.2,100.4,3.1
18.3,21.1,47.2,36.8,50.2,100.9,3.1
15.5,23.2,48.2,35.1,50.0,101.3,3.1
16.9,24.7,45.6,36.7,50.9,99.3,3.1
13.6,23.0,44.9,35.4,49.6,100.8,3.1
16.0,24.1,44.0,33.5,52.2,99.0,3.1
14.8,23.0,47.0,33.6,51.2,105.7,3.1
16.0,23.8,47.8,32.9,52.3,104.9,3.1
16.3,23.2,45.6,36.1,49.8,99.3,3.1
16.0,23.5,48.4,31.6,51.8,99.9,3.2
16.8,22.7,47.1,30.7,50.1,95.0,3.2
16.7,23.6,44.4,34.1,45.5,98.0,3.2
15.8,22.8,47.5,36.4,47.9,100.4,3.2
18.7,21.7,49.2,33.1,47.9,99.9,3.2
15.6,22.5,44.0,37.9,49.0,98.4,3.2
16.1,20.9,46.7,34.8,52.2,97.5,3.2
16.0,23.1,46.1,35.3,49.4,98.7,3.2
17.0,22.8,48.4,35.4,49.7,102.7,3.2
14.5,23.9,46.3,35.5,51.9,101.1,3.2
16.6,22.0,48.0,34.8,49.8,98.3,3.2
16.6,22.8,46.7,34.7,48.5,96.5,3.2
17.8,21.6,48.5,33.4,46.0,101.2,3.2
15.0,23.6,45.0,35.3,49.2,98.1,3.2
14.8,22.6,46.6,33.7,51.2,93.7,3.2
16.1,22.4,44.9,35.6,48.6,106.9,3.2
14.8,22.3,46.8,35.1,50.5,102.9,3.2
15.5,24.2,47.6,35.8,49.3,100.9,3.2
17.0,21.3,45.6,32.9,47.1,96.2,3.2
15.3,23.2,45.2,35.6,49.1,100.1,3.2
16.4,21.8,45.7,34.4,49.7,99.6,3.2
16.7,21.3,47.9,34.9,46.5,97.9,3.2
16.2,23.0,45.4,36.8,46.8,103.4,3.2
15.2,21.1,46.4,36.3,50.1,96.9,3.2
15.2,21.9,47.9,35.8,50.5,99.0,3.2
16.7,22.1,47.7,34.2,49.5,96.1,3.2
15.8,21.2,44.8,36.1,48.3,98.9,3.2
16.0,23.5,46.2,35.2,49.9,99.8,3.2
16.6,21.2,45.8,35.9,45.7,87.5,3.2
16.5,23.4,46.7,34.4,52.4,100.5,3.2
16.7,21.0,46.4,34.2,51.4,96.0,3.2
15.7,23.4,46.6,35.2,52.6,94.6,3.2
17.6,22.5,46.7,35.2,47.3,97.5,3.2
16.8,24.9,44.6,34.7,46.9,102.1,3.2
17.3,20.5,45.8,36.1,46.6,99.8,3.2
17.5,22.5,46.4,34.0,47.8,100.5,3.2
17.4,22.9,46.7,35.1,49.2,96.0,3.2
14.8,20.9,45.2,33.7,48.3,98.8,3.2
15.5,22.1,45.6,35.7,47.9,96.2,3.2
17.5,21.6,44.3,38.1,51.4,102.4,3.2
15.1,22.2,45.8,33.2,51.9,97.7,3.2
17.0,22.0,45.9,35.3,49.7,96.8,3.2
16.9,21.7,45.6,35.9,48.0,97.6,3.2
16.8,23.1,44.5,35.7,53.4,101.1,3.2
16.5,23.0,45.7,35.1,49.2,100.3,3.2
17.7,22.9,46.1,35.0,46.8,98.3,3.2
18.0,22.6,45.8,37.7,46.5,96.0,3.2
15.2,22.5,45.6,33.1,50.1,100.9,3.2
17.3,22.2,45.8,35.3,47.0,103.1,3.2
16.1,24.2,47.5,34.7,47.7,98.0,3.2
16.3,23.6,44.2,35.2,48.5,93.0,3.3
17.8,22.8,47.6,34.8,52.4,99.6,3.3
16.6,23.9,45.3,32.8,49.4,98.3,3.3
16.6,20.9,47.7,33.6,48.0,93.3,3.3
16.1,23.3,46.9,33.9,46.7,93.9,3.3
15.6,22.7,46.3,32.8,46.1,98.3,3.3
14.4,22.0,48.8,34.3,49.5,92.6,3.3
14.6,20.2,45.2,36.9,51.4,95.8,3.3
16.6,21.7,44.7,33.5,50.4,99.0,3.3
15.3,23.2,46.8,34.2,49.2,97.6,3.3
16.1,24.2,46.9,32.2,46.2,98.4,3.3
15.6,21.7,47.2,33.1,47.8,96.6,3.3
15.8,24.3,44.8,35.1,49.0,100.9,3.3
15.8,23.1,46.5,32.3,44.3,95.0,3.3
14.6,21.6,45.0,32.0,47.0,95.3,3.3
14.8,23.8,48.1,36.0,48.2,98.4,3.3
17.0,21.9,45.7,30.8,46.4,97.9,3.3
15.6,23.6,45.0,32.9,48.0,100.0,3.3
17.2,21.3,45.4,32.6,49.4,99.1,3.3
16.8,21.9,48.8,35.1,47.9,93.2,3.3
16.4,23.4,48.3,36.2,49.0,100.5,3.3
16.3,23.4,47.5,34.2,47.3,91.3,3.3
15.8,22.3,45.7,34.6,46.7,90.4,3.3
16.1,22.3,46.3,34.8,51.8,96.7,3.3
16.5,23.1,46.8,32.6,48.0,97.7,3.3
15.2,21.5,46.8,31.2,49.1,94.4,3.3
14.9,22.7,46.5,33.5,44.4,97.8,3.3
16.3,22.3,46.8,35.2,51.3,92.3,3.3
15.2,23.6,46.8,34.2,47.1,95.1,3.3
15.3,23.0,44.6,35.2,47.2,94.4,3.3
17.9,23.2,46.4,36.6,45.2,97.2,3.3
17.8,22.2,44.4,32.4,45.0,98.7,3.3
17.9,23.3,46.6,30.2,45.8,96.0,3.3
16.5,20.5,45.1,33.2,46.6,100.6,3.3
16.2,22.5,48.1,32.6,46.7,98.1,3.3
16.4,22.3,46.3,32.8,51.5,94.4,3.3
15.2,25.1,45.4,34.5,48.6,94.1,3.3
16.2,23.1,42.0,34.9,44.6,95.5,3.3
15.3,21.7,45.7,34.1,45.5,97.4,3.3
14.5,23.6,44.2,32.3,46.8,92.8,3.3
15.5,22.8,47.8,33.6,49.3,94.5,3.3
15.9,22.6,44.8,32.1,47.5,91.2,3.3
17.4,21.5,45.2,33.2,45.0,96.6,3.3
16.2,22.9,46.0,34.6,50.2,91.9,3.3
16.5,21.6,45.4,30.1,48.8,100.9,3.3
16.7,21.9,45.8,36.5,49.6,98.3,3.3
17.5,21.2,46.5,33.7,48.9,100.9,3.3
19.3,21.3,44.5,34.9,49.0,94.5,3.3
16.1,23.7,46.1,34.2,52.0,93.9,3.3
17.4,23.9,46.6,33.3,48.9,97.2,3.3
16.4,22.6,47.9,33.2,46.8,94.9,3.4
15.6,22.3,46.7,35.1,43.3,93.5,3.4
15.4,23.5,42.0,33.8,46.1,87.7,3.4
16.1,20.5,46.8,34.6,47.4,97.4,3.4
16.4,22.1,44.9,34.7,48.2,91.5,3.4
15.2,21.1,46.3,34.2,43.9,90.8,3.4
17.2,24.3,45.2,34.5,46.0,88.9,3.4
15.8,21.3,47.1,32.1,47.4,98.3,3.4
17.3,23.1,45.0,34.0,46.3,91.8,3.4
16.1,22.2,46.1,32.9,43.6,95.5,3.4
16.2,23.4,46.7,32.8,48.1,95.2,3.4
16.8,22.2,45.5,32.1,46.1,93.0,3.4
16.9,22.7,46.7,35.7,48.2,91.2,3.4
16.3,23.6,46.5,33.0,48.7,94.5,3.4
16.3,22.0,45.0,33.0,47.0,93.2,3.4
16.2,22.7,45.7,31.3,43.5,90.8,3.4
16.8,24.5,44.7,29.3,49.5,96.7,3.4
15.1,22.6,46.7,35.6,44.4,94.2,3.4
15.8,22.0,47.3,32.6,47.7,93.7,3.4
14.7,23.7,49.2,31.8,48.2,97.1,3.4
16.1,22.8,44.2,33.2,47.5,96.6,3.4
17.4,21.8,45.3,33.0,47.3,95.0,3.4
16.3,21.8,48.6,35.6,46.0,94.0,3.4
14.3,21.9,44.7,32.0,44.1,92.1,3.4
17.7,23.4,45.8,33.7,45.0,96.1,3.4
15.5,23.3,50.0,33.0,43.3,93.0,3.4
16.5,22.7,45.0,33.5,42.3,92.4,3.4
17.0,21.6,46.9,33.2,43.8,90.6,3.4
16.1,22.9,45.3,30.7,49.9,91.1,3.4
17.1,22.4,45.9,33.0,47.5,96.3,3.4
16.4,22.3,45.9,36.3,48.2,90.7,3.4
16.9,20.1,48.0,30.9,45.5,98.9,3.4
15.5,22.1,48.4,34.4,45.6,95.6,3.4
16.3,23.8,46.1,32.4,42.6,93.3,3.4
15.6,23.7,46.4,32.2,48.4,93.8,3.4
15.8,22.6,45.8,32.8,46.7,90.2,3.4
16.3,23.6,46.7,34.7,46.8,96.0,3.4
16.8,22.6,45.4,32.8,46.3,90.6,3.4
17.4,22.9,46.1,34.4,43.8,92.2,3.4
16.0,24.2,45.1,33.2,46.7,88.9,3.4
15.8,23.1,46.4,32.3,45.2,93.2,3.4
16.1,23.0,44.9,33.9,44.2,92.4,3.4
15.8,22.1,50.1,34.2,48.7,90.5,3.4
15.3,21.9,44.9,32.1,49.7,89.6,3.4
17.5,23.8,47.6,32.4,44.9,91.0,3.4
15.4,23.0,44.4,33.6,46.5,92.0,3.4
16.7,23.7,45.8,31.3,48.6,99.2,3.4
16.4,22.4,47.6,30.8,47.5,95.2,3.4
16.4,21.5,45.1,31.3,44.8,90.4,3.4
16.4,23.8,46.3,31.7,45.8,89.0,3.4
16.4,22.6,47.3,34.0,47.5,92.9,3.5
15.2,21.6,46.1,31.1,41.1,92.0,3.5
17.3,21.5,48.0,31.6,42.0,91.0,3.5
16.5,20.7,46.0,29.4,49.1,89.3,3.5
15.4,23.7,46.2,32.1,44.7,88.8,3.5
17.2,21.0,44.3,34.0,43.8,89.2,3.5
18.2,21.2,46.4,33.4,42.5,85.1,3.5
16.8,22.9,47.5,31.8,39.2,89.7,3.5
14.9,21.3,43.9,31.2,46.3,88.5,3.5
16.1,22.5,48.2,33.2,41.8,91.3,3.5
16.2,24.9,44.0,31.1,46.1,90.6,3.5
18.0,20.7,45.3,33.7,46.2,89.1,3.5
16.8,22.4,45.4,29.9,45.7,87.2,3.5
19.1,22.1,42.8,32.3,44.3,87.3,3.5
16.7,23.0,45.6,30.5,42.3,93.0,3.5
17.2,22.9,46.9,31.3,44.1,90.3,3.5
16.7,23.8,45.1,32.5,46.6,91.4,3.5
14.5,23.1,46.0,30.4,42.5,91.1,3.5
17.5,24.0,45.1,33.4,43.5,89.9,3.5
16.1,23.9,43.3,32.0,45.5,91.6,3.5
17.7,23.8,45.7,31.1,45.8,91.9,3.5
18.1,23.8,46.3,33.7,43.4,93.3,3.5
15.2,21.8,44.3,31.2,41.8,91.5,3.5
15.7,23.7,45.8,31.0,44.8,91.3,3.5
16.7,22.2,43.8,30.6,45.3,96.4,3.5
14.7,21.7,48.3,31.4,45.3,89.4,3.5
15.2,24.0,46.5,33.9,43.1,92.5,3.5
16.3,23.4,47.5,33.2,41.4,92.6,3.5
16.3,21.7,44.7,31.8,43.7,92.9,3.5
16.5,22.1,47.3,29.5,43.8,93.8,3.5
17.1,21.0,44.9,30.5,45.1,90.0,3.5
15.8,22.1,47.4,29.3,44.3,94.2,3.5
15.3,24.0,49.4,33.3,44.7,92.6,3.5
17.0,22.2,48.0,32.5,40.7,88.8,3.5
15.4,22.4,45.3,32.6,43.4,90.6,3.5
14.4,22.3,43.9,33.5,49.1,86.2,3.5
16.5,22.4,43.2,31.8,46.4,95.0,3.5
15.6,22.2,43.9,31.8,45.0,92.4,3.5
16.7,22.1,45.3,28.3,42.6,85.8,3.5
15.3,22.2,43.9,30.3,38.4,95.0,3.5
15.9,24.3,46.0,33.2,45.1,88.0,3.5
16.2,22.9,47.8,31.5,43.0,84.8,3.5
16.3,22.4,45.9,28.4,42.6,88.8,3.5
16.8,22.3,48.5,32.3,43.1,93.3,3.5
17.9,23.4,49.1,34.1,46.7,81.5,3.5
17.7,24.6,46.5,33.6,48.0,93.2,3.5
16.4,21.3,43.7,29.4,44.2,91.7,3.5
17.3,23.7,46.0,30.6,46.5,95.3,3.5
15.8,22.6,46.8,29.1,44.0,89.7,3.5
15.9,22.6,48.0,33.0,44.3,84.8,3.5
16.4,23.5,45.1,29.8,44.4,88.5,3.6
16.8,21.9,46.5,29.8,43.4,85.7,3.6
16.0,22.7,46.4,30.5,43.8,86.2,3.6
16.3,21.0,46.7,30.7,46.8,84.6,3.6
16.6,22.0,45.2,29.0,42.8,86.5,3.6
16.1,24.2,45.8,32.8,44.0,85.9,3.6
15.7,21.3,44.4,29.6,42.0,85.9,3.6
16.1,23.9,48.1,29.4,44.6,86.4,3.6
17.0,22.4,45.5,30.3,42.1,85.0,3.6
15.0,23.6,45.3,29.5,41.9,88.6,3.6
16.0,22.5,48.3,30.5,40.7,87.6,3.6
16.9,23.9,46.6,30.9,41.8,85.5,3.6
14.4,23.3,47.6,31.7,44.6,91.8,3.6
15.6,22.1,46.5,28.7,41.6,85.0,3.6
15.5,23.9,47.1,32.0,45.6,85.1,3.6
16.9,22.3,46.5,30.8,44.3,87.5,3.6
16.0,21.7,45.3,28.4,42.0,85.6,3.6
14.6,21.8,46.6,28.4,44.5,87.3,3.6
16.7,21.2,47.0,29.9,42.0,87.4,3.6
15.8,21.6,45.7,29.5,43.4,87.5,3.6
16.1,22.6,44.5,33.1,40.7,92.7,3.6
16.1,22.2,48.9,29.5,42.4,84.5,3.6
15.3,23.3,45.5,28.9,43.6,88.3,3.6
15.3,23.3,45.6,26.9,44.7,84.2,3.6
17.1,21.8,49.5,32.1,45.8,85.7,3.6
16.7,21.9,45.9,29.6,45.5,90.1,3.6
16.5,19.6,44.2,27.4,43.9,88.6,3.6
16.2,23.2,44.6,29.6,44.0,88.5,3.6
16.2,24.4,46.9,31.6,44.4,88.7,3.6
15.7,23.7,46.7,29.2,43.9,89.8,3.6
16.9,23.5,46.4,27.2,44.0,86.4,3.6
17.1,22.5,47.3,33.2,43.0,89.5,3.6
16.6,22.9,47.9,29.8,42.6,83.7,3.6
16.8,23.7,47.3,31.9,42.8,84.1,3.6
15.6,22.5,46.0,32.3,43.0,86.2,3.6
15.6,23.5,46.2,31.0,43.1,87.2,3.6
17.6,23.1,43.7,30.4,41.9,83.6,3.6
17.9,22.8,44.0,31.8,45.2,88.0,3.6
16.9,20.9,47.6,31.2,43.9,85.8,3.6
16.8,22.8,45.0,29.4,41.4,87.3,3.6
17.4,22.6,47.4,29.9,41.1,86.9,3.6
18.5,24.0,43.6,32.9,42.2,87.0,3.6
15.6,21.8,45.1,31.3,43.4,90.1,3.6
15.7,20.8,47.6,29.8,45.0,84.0,3.6
16.8,24.1,46.7,32.6,42.7,86.7,3.6
16.4,21.9,46.4,29.6,40.2,84.2,3.6
17.9,23.5,48.7,29.8,41.3,84.1,3.6
16.3,22.8,46.1,31.5,42.5,91.6,3.6
16.7,22.5,46.4,26.3,46.6,89.1,3.6
16.5,23.2,45.8,29.8,44.6,83.7,3.6
16.6,23.3,43.3,30.2,40.0,81.8,3.7
15.0,21.7,47.6,30.4,40.9,84.1,3.7
16.8,23.0,46.0,29.7,41.2,84.3,3.7
16.4,23.3,46.6,31.3,43.9,85.9,3.7
15.3,21.9,47.6,31.2,43.7,81.6,3.7
17.5,22.8,44.1,27.3,42.7,85.8,3.7
16.2,21.4,48.3,28.2,39.6,83.0,3.7
17.2,21.9,46.6,27.6,44.6,88.2,3.7
15.9,21.4,42.4,27.7,43.8,84.4,3.7
16.2,23.2,48.8,28.1,44.2,83.5,3.7
18.7,24.9,46.4,31.6,40.0,78.8,3.7
16.2,23.5,46.6,27.7,43.9,84.3,3.7
16.8,22.9,47.5,27.8,41.3,86.6,3.7
15.9,23.4,45.5,29.1,42.3,74.5,3.7
16.9,23.4,43.5,28.9,39.9,87.7,3.7
15.7,22.2,47.4,29.4,41.4,83.8,3.7
16.3,23.5,44.0,26.8,45.5,86.1,3.7
16.3,23.0,45.2,28.6,41.7,88.8,3.7
16.3,23.3,47.0,30.4,45.3,87.7,3.7
16.2,23.2,45.6,30.4,44.2,88.0,3.7
14.7,23.5,42.0,28.2,41.4,84.4,3.7
16.3,22.9,45.2,33.7,44.9,83.9,3.7
16.5,21.3,46.2,29.9,41.7,84.4,3.7
17.5,22.2,46.5,29.9,42.2,84.0,3.7
16.2,23.8,45.7,31.6,41.8,85.3,3.7
17.0,22.3,47.1,31.5,41.7,82.1,3.7
15.3,22.0,45.3,25.5,42.0,83.3,3.7
17.7,22.9,47.3,29.6,39.2,85.6,3.7
15.8,21.9,47.3,31.3,44.4,90.3,3.7
16.3,23.0,44.7,30.7,43.5,90.3,3.7
16.0,21.9,45.0,32.8,41.3,83.7,3.7
18.3,23.3,47.5,28.8,39.2,82.3,3.7
15.1,21.8,45.4,31.4,45.6,79.3,3.7
16.4,21.9,42.9,29.2,41.0,85.3,3.7
15.2,22.1,44.4,28.1,40.8,83.9,3.7
15.0,22.4,44.8,29.4,39.8,82.1,3.7
15.5,23.0,47.2,31.0,42.8,84.5,3.7
17.3,22.7,47.1,29.8,45.1,86.0,3.7
16.7,23.1,47.8,28.4,41.0,85.7,3.7
15.6,26.0,46.9,27.5,40.0,85.4,3.7
16.4,22.7,45.4,29.5,40.9,83.2,3.7
16.6,21.3,46.9,29.2,44.6,88.8,3.7
17.8,22.6,47.1,32.0,44.7,86.9,3.7
15.7,21.7,46.3,28.6,42.5,88.7,3.7
18.1,21.3,48.0,29.3,43.2,83.3,3.7
16.1,21.5,43.6,28.5,38.3,85.4,3.7
16.4,23.1,46.1,29.6,43.9,86.4,3.7
16.2,23.4,47.3,27.5,39.1,84.1,3.7
16.7,23.1,42.5,30.5,41.4,80.5,3.7
15.5,22.6,45.8,28.4,40.6,85.0,3.7
15.3,23.0,47.0,28.3,39.0,79.8,3.8
17.9,22.0,43.1,27.4,43.5,80.8,3.8
15.7,22.6,45.4,29.2,41.0,81.8,3.8
16.9,22.4,45.6,28.1,42.2,82.3,3.8
15.7,22.5,47.0,26.8,39.7,71.8,3.8
16.3,20.9,44.3,28.2,41.2,75.2,3.8
16.4,22.6,45.1,28.3,43.0,82.8,3.8
16.9,22.2,47.4,27.8,41.3,77.6,3.8
15.5,20.8,44.6,30.0,37.1,80.0,3.8
17.2,21.9,45.6,32.2,41.7,87.5,3.8
14.8,25.9,45.9,29.5,41.4,80.0,3.8
16.5,23.9,45.9,28.1,40.7,81.0,3.8
17.8,23.8,46.3,26.8,40.2,80.3,3.8
16.7,22.2,45.4,26.7,38.0,81.8,3.8
15.2,22.0,47.9,27.7,40.4,74.6,3.8
17.6,23.9,46.0,27.4,40.8,82.4,3.8
15.9,23.1,46.8,27.9,39.2,81.0,3.8
16.5,23.7,45.6,29.5,43.0,87.3,3.8
16.4,21.9,44.0,30.3,42.6,84.8,3.8
17.1,23.4,45.7,28.5,43.5,80.8,3.8
15.4,21.8,46.6,30.5,34.7,78.1,3.8
15.4,21.4,46.7,29.0,41.3,83.5,3.8
17.7,24.2,46.4,27.6,37.3,84.6,3.8
17.4,22.9,47.5,29.5,43.2,79.8,3.8
14.9,24.0,44.7,28.8,43.1,82.4,3.8
17.5,23.0,46.9,30.5,40.3,85.3,3.8
15.2,22.8,44.4,29.2,36.5,82.1,3.8
16.3,22.8,45.8,26.8,43.7,84.9,3.8
16.1,22.2,46.2,29.4,39.1,84.7,3.8
16.8,23.8,45.0,27.7,41.1,80.1,3.8
16.8,23.1,47.8,28.4,41.4,80.4,3.8
15.4,23.2,44.4,27.7,38.6,80.8,3.8
17.2,21.0,49.9,32.1,43.1,81.8,3.8
16.8,21.5,46.3,27.7,40.2,76.2,3.8
16.6,21.3,45.0,27.8,38.3,79.3,3.8
15.4,22.2,46.2,29.6,45.7,83.2,3.8
17.2,22.3,48.1,28.0,42.3,82.4,3.8
14.5,21.9,45.2,28.3,38.5,88.3,3.8
16.0,25.0,46.7,32.3,44.1,86.2,3.8
16.1,22.4,47.0,30.0,40.8,81.6,3.8
13.4,23.1,47.2,29.1,40.4,86.3,3.8
17.3,24.1,45.7,30.3,40.4,82.4,3.8
15.6,24.1,47.8,29.0,43.8,75.4,3.8
15.7,24.1,45.2,29.4,39.6,79.1,3.8
15.8,22.5,43.6,28.7,39.0,84.3,3.8
18.4,20.5,44.9,26.2,40.5,77.8,3.8
15.4,21.6,45.7,28.6,39.8,78.4,3.8
16.8,23.7,41.9,31.5,40.6,85.3,3.8
18.1,24.1,45.4,28.1,43.1,80.0,3.8
15.1,23.0,43.9,27.8,38.5,79.8,3.8
17.9,23.1,47.3,28.4,40.3,73.8,3.9
16.2,24.6,46.2,26.4,40.3,82.2,3.9
14.7,23.0,45.0,29.2,39.6,80.6,3.9
15.3,22.2,44.2,26.2,42.5,78.2,3.9
17.7,22.1,46.9,29.7,37.6,80.4,3.9
16.1,21.8,46.0,26.0,43.9,81.6,3.9
16.5,22.6,46.0,27.0,42.9,75.1,3.9
16.9,23.0,41.6,27.4,38.8,81.4,3.9
17.8,21.7,45.7,28.0,35.7,80.7,3.9
18.1,23.0,46.5,26.6,41.5,79.1,3.9
16.4,22.5,47.2,27.6,40.7,73.6,3.9
15.3,20.7,47.2,27.2,36.9,78.8,3.9
15.7,21.2,46.0,28.4,40.0,82.7,3.9
15.7,20.8,45.5,27.0,37.3,78.6,3.9
17.4,24.2,47.1,25.8,39.5,76.8,3.9
16.4,23.9,45.3,25.2,42.0,83.5,3.9
14.8,22.6,46.2,24.7,37.5,84.0,3.9
15.8,21.2,46.5,26.7,38.1,79.0,3.9
15.1,22.3,48.5,29.1,40.8,76.4,3.9
16.8,22.7,47.1,28.5,40.4,81.5,3.9
17.6,21.5,47.4,26.7,36.2,81.0,3.9
16.5,22.0,45.2,30.0,39.0,76.4,3.9
16.4,22.6,46.6,28.2,35.8,74.5,3.9
15.4,23.4,45.3,30.3,39.2,80.6,3.9
15.0,20.3,45.8,27.6,38.8,81.9,3.9
16.8,22.0,42.6,28.2,39.3,82.5,3.9
16.4,23.0,44.6,27.2,41.1,77.6,3.9
15.2,22.5,42.8,28.5,42.3,78.3,3.9
16.1,23.0,44.8,28.0,39.9,83.8,3.9
16.0,22.9,45.2,27.0,36.0,78.2,3.9
16.4,22.6,47.3,27.6,38.4,77.8,3.9
15.6,22.2,49.2,27.3,38.3,78.3,3.9
16.1,22.3,46.5,26.1,38.5,77.6,3.9
15.1,20.3,44.7,25.0,41.1,80.7,3.9
14.5,21.9,46.0,27.2,44.2,80.4,3.9
15.6,21.5,46.5,27.9,36.4,78.4,3.9
15.8,23.3,46.6,28.7,40.7,80.5,3.9
16.4,25.0,46.6,27.7,37.8,77.3,3.9
18.5,22.2,47.5,26.6,37.4,77.3,3.9
15.8,22.0,48.6,27.0,39.5,81.2,3.9
